conta|data_criacao_conta|data_extincao_conta|conta_superior|nome_conta|descricao_funcao_conta
78110001|1988-06-01|NULL|78100004|RATEIO DE RESULTADOS INTERNOS|Registrar, em caráter facultativo, as receitas que as dependências da instituição ratearem entre si. Não é permitido registrar, nos saldos globais da instituição, em balancetes, inclusive nos de junho e dezembro, qualquer diferença entre os saldos devedores e credores desta conta, uma vez que as pendências devem ser previamente regularizadas.
80000006|1988-06-01|NULL||(-) CONTAS DE RESULTADO DEVEDORAS|
81000005|1988-06-01|NULL|80000006|(-) DESPESAS OPERACIONAIS|
81100008|1988-06-01|NULL|81000005|(-) DESPESAS DE CAPTACAO|
81110005|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS DE POUPANCA|Registrar as despesas de captação de depósitos de poupança que constituam custo efetivo da instituição, no período.
81115000|1997-02-01|NULL|81100008|DESP. DE TITS. E VALORES MOBILIARIOS NO EXTERIOR|Registrar as despesas de obrigações por títulos e valores mobiliários, no exterior.
81120002|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS INTERFINANCEIROS|Registrar as despesas de captação de depósitos interfinanceiros, que constituam custo efetivo da instituição, no período.
81125007|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS DE AVISO PREVIO|Registrar as despesas de captação de depósitos de aviso prévio, que constituam custo efetivo da instituição, no período.
81130009|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS A PRAZO|Registrar as despesas de captação de depósitos a prazo, que constituam custo efetivo da instituição, no período.
81135004|1995-06-01|NULL|81100008|(-) DESPESAS DEPOS.A PRAZO REAPLICACAO AUTOMATICA|
81140006|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS JUDICIAIS|Registrar as despesas incidentes sobre depósitos judiciais, que constituam custo efetivo da instituição, no período.
81145001|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS ESPECIAIS|Registrar as despesas de captação de depósitos especiais, que constituam custo efetivo da instituição, no período.
81146000|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS DE FUNDOS E PROGRAMAS|Registrar as despesas de captação de depósitos de fundos e programas que constituam custo efetivo da instituição, no período.
81147009|1988-06-01|NULL|81100008|(-) DESPESAS DE DEPOSITOS DO FGTS|Registrar as despesas de captação de depósitos do FGTS, que constituam custo efetivo da instituição, no período.
81150003|1988-06-01|NULL|81100008|(-) DESPESAS DE OPERACOES COMPROMISSADAS|Registrar as despesas de captação de recursos para operações compromissadas, lastreadas com títulos próprios ou de terceiros, que constituam custo efetivo da instituição, no período.
81150106|1988-06-01|NULL|81150003|(-) CARTEIRA PROPRIA|Registrar as despesas de captação de recursos para operações compromissadas, lastreadas com títulos próprios ou de terceiros, que constituam custo efetivo da instituição, no período.
81150209|1988-06-01|NULL|81150003|(-) CARTEIRA DE TERCEIROS|Registrar as despesas de captação de recursos para operações compromissadas, lastreadas com títulos próprios ou de terceiros, que constituam custo efetivo da instituição, no período.
81150405|2004-08-01|NULL|81150003|(-) CARTEIRA LIVRE MOVIMENTAÇÃO|Registrar as despesas de captação de recursos para operações compromissadas, lastreadas com títulos próprios ou de terceiros, que constituam custo efetivo da instituição, no período.
81155008|1994-10-01|NULL|81100008|(-) DESPS DE CONTRATOS DE ASSUNCAO DE OBRIGACOES|Registrar o valor das despesas com contratos de assunção de obrigações, de dívidas ou de operações de financiamento, bem como daquelas que viabilizem a captação de recursos com base em títulos de crédito, valores mobiliários e/ou demais ativos financeiros (&quot;export notes&quot;, certificados de mercadorias, ouro, etc.), assumidas pela instituição.
81155101|1994-11-01|NULL|81155008|(-) VINCULADOS A OPERACOES REALIZADAS NO PAIS|Registrar o valor das despesas com contratos de assunção de obrigações, de dívidas ou de operações de financiamento, bem como daquelas que viabilizem a captação de recursos com base em títulos de crédito, valores mobiliários e/ou demais ativos financeiros (&quot;export notes&quot;, certificados de mercadorias, ouro, etc.), assumidas pela instituição.
81155204|1994-11-01|NULL|81155008|(-) VINCULADOS A OPERACOES REALIZADAS C/EXTERIOR|Registrar o valor das despesas com contratos de assunção de obrigações, de dívidas ou de operações de financiamento, bem como daquelas que viabilizem a captação de recursos com base em títulos de crédito, valores mobiliários e/ou demais ativos financeiros (&quot;export notes&quot;, certificados de mercadorias, ouro, etc.), assumidas pela instituição.
81160000|1988-06-01|NULL|81100008|(-) DESPESAS DE ACEITES CAMBIAIS|Registrar as despesas de captação de recursos de aceites cambiais, que constituam custo efetivo da instituição, no período. Ver item 1.12.9.1 das Normas Básicas relativamente às despesas de corretagens, taxas de colocação e outros encargos pagos a agentes do Sistema de Distribuição de Títulos e Valores Mobiliários.
81165005|2008-08-01|NULL|81100008|(-) DESP LETRAS DE CREDITO DO AGRONEGOCIO|Registrar as despesas de captação de recursos de Letras de Crédito do Agronegócio, que constituam custo efetivo da instituição, no período.
81170007|1988-06-01|NULL|81100008|(-) DESPESAS DE LETRAS IMOBILIARIAS|Registrar as despesas de captação de recursos de emissão de letras imobiliárias, que constituam custo efetivo da instituição, no período.
81175002|2005-02-01|NULL|81100008|DESPESAS DE LETRAS DE CRÉDITO IMOBILIÁRIO|registrar as despesas de captação de recursos de emissão de letras de crédito imobiliário que constituam custo efetivo da instituição, no período.
81180004|1988-06-01|NULL|81100008|(-) DESPESAS DE LETRAS HIPOTECARIAS|Registrar as despesas de captação de recursos de letras hipotecárias, que constituam custo efetivo da instituição, no período.
81182002|2010-03-01|NULL|81100008|(-) DESPESAS DE LETRAS FINANCEIRAS|Registrar as despesas de captação de recursos decorrentes da emissão de letras financeiras que constituam custo efetivo da instituição no período.
81183001|2008-08-01|NULL|81100008|(-) DESPESAS DE LETRAS - OUTRAS|Registrar as despesas de captação de recursos de outros tipos de letras, para as quais não haja rubrica específica, que constituam custo efetivo da instituição, no período.
81185009|1996-01-01|NULL|81100008|(-) DESP. DE CONTRIB. FDO. GARANT. CREDS. Registrar as despesas com contribuição ao Fundo Garantidor de Créditos (FGC) ou ao Fundo Garantidor do Cooperativismo de Crédito (FGCoop) que constituam custo efetivo da instituição, no período.|
81185102|2009-04-01|NULL|81185009|(-) CONTRIBUICAO ORDINARIA|Registrar as despesas com contribuição ao Fundo Garantidor de Créditos (FGC) ou ao Fundo Garantidor do Cooperativismo de Crédito (FGCoop) que constituam custo efetivo da instituição, no período.
81185205|2009-04-01|NULL|81185009|(-) CONTRIBUICAO ESPECIAL|Registrar as despesas com contribuição ao Fundo Garantidor de Créditos (FGC) ou ao Fundo Garantidor do Cooperativismo de Crédito (FGCoop) que constituam custo efetivo da instituição, no período.
81187007|2013-12-01|NULL|81100008|(-) DESPESAS D/CERTIFICADOS D/OPERAC ESTRUTURADAS|Registrar as despesas referentes ao componente de captação por COE.
81188006|2014-05-01|NULL|81100008|DESPESAS DE CAPTAÇÃO POR EMISSÕES DE CONTROLADAS NÃO SUJEITAS À AUTORIZAÇÃO DO BANCO CENTRAL|Registro, pela instituição líder, no Balancete Patrimonial Analítico - Conglomerado Prudencial, das despesas de captação por títulos de dívida emitidos por entidades controladas não sujeitas à autorização do Banco Central do Brasil.
81189005|2014-05-01|NULL|81100008|DESPESAS DE OBRIGAÇÕES POR COTAS DE FUNDOS DE INVESTIMENTO|Registro, pela instituição líder, no Balancete Patrimonial Analítico - Conglomerado Prudencial, das despesas decorrentes de obrigações por cotas de fundos de investimento consolidados pela instituição.
81190001|1988-06-01|NULL|81100008|(-) DESPESAS DE DEBENTURES|Registrar as despesas de captação de recursos de emissão de debêntures, que constituam custo efetivo da instituição, no período.
81190104|1988-06-01|NULL|81190001|(-) EM MOEDA ESTRANGEIRA|Registrar as despesas de captação de recursos de emissão de debêntures, que constituam custo efetivo da instituição, no período.
81190207|1988-06-01|NULL|81190001|(-) EM MOEDA NACIONAL|Registrar as despesas de captação de recursos de emissão de debêntures, que constituam custo efetivo da instituição, no período.
81195006|1988-06-01|NULL|81100008|(-) APE - DESPESAS DE DEPOSITOS ESPECIAIS|Registrar as despesas de captação de depósitos especiais, que constituam custo efetivo da instituição, no período.
81200001|1988-06-01|NULL|81000005|(-) DESP DE OBRIGACOES POR EMPRESTIMOS E REPASSES|
81205006|1988-12-01|NULL|81200001|DESPESAS DE EMPRESTIMOS - SFH|Registrar as despesas de operações de empréstimos com recursos do Sistema Financeiro da Habitação, que constituam custo efetivo da instituição, no período.
81210008|1988-06-01|NULL|81200001|(-) DESPESAS ASSIST FIN. E DE PROG.ESP-BCO CENTRAL|Registrar as despesas de operações de assistência financeira e de programas especiais com o Banco Central do Brasil, que constituam custo efetivo da instituição no período, bem como as despesas de juros e demais custos incidentes sobre os saldos apresentados na conta BANCO CENTRAL - SALDOS CREDORES EM RESERVAS.
81212006|1988-06-01|NULL|81200001|(-) DESPESAS DE EMPRESTIMOS - BNCC|Registrar o valor das despesas de empréstimos contratadas com o Banco Nacional de Crédito Cooperativo S.A., que constituam custo efetivo da instituição, no período.
81215003|1988-06-01|NULL|81200001|(-) DESPESAS DE REDESCONTO DO BANCO CENTRAL|Registrar o valor das despesas de redescontos efetivados no Banco Central, que constituam custo efetivo da instituição, no período.
81220005|1988-06-01|NULL|81200001|(-) DESPESAS DE REFINANCIAMENTOS|Registrar as despesas de captação de recursos de refinanciamentos, que constituam custo efetivo da instituição, no período.
81220108|1988-06-01|NULL|81220005|(-) BANCO CENTRAL - AREA BANCARIA|Registrar as despesas de captação de recursos de refinanciamentos, que constituam custo efetivo da instituição, no período.
81220201|1988-06-01|NULL|81220005|(-) TESOURO NACIONAL - AREA RURAL E INDUSTRIAL|Registrar as despesas de captação de recursos de refinanciamentos, que constituam custo efetivo da instituição, no período.
81220304|1988-06-01|NULL|81220005|(-) RECURSOS DO SFH|Registrar as despesas de captação de recursos de refinanciamentos, que constituam custo efetivo da instituição, no período.
81230002|1988-06-01|NULL|81200001|(-) DESPESAS DE EMPREST NO PAIS - OUTRAS INSTIT|Registrar as despesas de obrigações assumidas pela instituição por recursos internos de outras instituições, para cuja escrituração não exista conta específica, inclusive por empréstimos de ações, que constituam custo efetivo, no período.
81235007|1994-02-01|NULL|81200001|(-) DESPESAS DE OBRIGACOES POR EMPRESTIMOS DE OURO|Registrar as despesas com ajustes dos contratos de mútuo de ouro, assim como os encargos decorrentes desses contratos, apropriáveis ao período em curso.
81240009|1988-06-01|NULL|81200001|(-) DESPESAS DE EMPRESTIMOS NO EXTERIOR|Registrar as despesas de variações cambiais e outros encargos incidentes sobre empréstimos contraídos no exterior para repasses no País, que constituam custo efetivo da instituição, no período.
81245004|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - TESOURO NACIONAL|Registrar as despesas de captação de recursos junto à Secretaria do Tesouro Nacional para repasses, que constituam custo efetivo da instituição, no período
81250006|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - BANCO DO BRASIL|Registrar as despesas de captação de recursos junto ao Banco do Brasil S.A. para repasses, que constituam custo efetivo da instituição, no período.
81255001|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - BNDES|Registrar as despesas de captação de recursos junto ao Banco Nacional do Desenvolvimento Econômico e Social para repasses, que constituam custo efetivo da instituição, no período.
81260003|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - CEF|Registrar as despesas de captação de recursos junto à Caixa Econômica Federal para repasses, que constituam custo efetivo da instituição, no período.
81265008|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - FINAME|Registrar as despesas sobre a captação de recursos junto à Agência Especial de Financiamento Industrial para repasses, que constituam custo efetivo da instituição, no período.
81270000|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - FINEP|Registrar as despesas de captação de recursos junto à Financiadora de Estudos e Projetos para repasses, que constituam custo efetivo da instituição, no período.
81275005|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - OUTRAS INSTIT OFICIAIS|Registrar as despesas de captação de recursos junto a Outras Instituições para repasses, que constituam custo efetivo da instituição, no período.
81280007|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES - INTERFINANCEIROS|Registrar as despesas de captação de recursos interfinanceiros, que constituam custo efetivo da instituição, no período.
81290004|1988-06-01|NULL|81200001|(-) DESPESAS DE REPASSES DO EXTERIOR|Registrar as despesas de captação de recursos do exterior para repasse a mutuários no País, que constituam custo efetivo da instituição, no período.
81295009|1988-06-01|NULL|81200001|(-) DESP DE OBRIGACOES COM BANQUEIROS NO EXTERIOR|Registrar as despesas de juros, descontos e comissões pela utilização de linhas de crédito em banqueiros no exterior (taxas livres), para financiamento de exportações, importações ou para criação de disponibilidades em moedas estrangeiras, bem como as decorrentes de descobertos em contas correntes, que constituam custo efetivo da instituição, no período. Esta conta requer os seguintes subtítulos de uso interno: - De Exportação - De Importação - Outras.
81300004|1988-06-01|NULL|81000005|(-) DESPESAS DE ARRENDAMENTO MERCANTIL|
81310001|1988-06-01|NULL|81300004|(-) DESPESAS DE ARRENDAMENTOS FINANCEIROS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento financeiro.
81310104|1988-06-01|NULL|81310001|(-) DEPRECIACAO DE BENS ARRENDADOS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento financeiro.
81310300|1988-06-01|NULL|81310001|(-) MANUTENCAO DE BENS ARRENDADOS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento financeiro.
81310991|1988-06-01|NULL|81310001|(-) OUTRAS DESPESAS DE ARRENDAMENTOS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento financeiro.
81320008|1998-07-01|NULL|81300004|(-) DESPESAS DE ARRENDAMENTOS OPERACIONAIS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento operacional.
81320101|1998-07-01|NULL|81320008|(-) DEPRECIACAO DE BENS ARRENDADOS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento operacional.
81320307|1998-07-01|NULL|81320008|(-) MANUTENCAO DE BENS ARRENDADOS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento operacional.
81320998|1998-07-01|NULL|81320008|(-) OUTRAS DESPESAS DE ARRENDAMENTOS|Registrar as despesas de depreciação e manutenção de bens arrendados, bem como outras despesas relacionadas a operações de arrendamento operacional.
81330005|1988-06-01|NULL|81300004|(-) DESPESAS DE OBRIGACOES POR SUBARRENDAMENTOS|Registrar as despesas de captação de recursos destinados para subarrendamento, que constituam custo efetivo da instituição, no período.
81360006|1988-06-01|NULL|81300004|(-) PREJUIZOS NA ALIENACAO DE BENS ARRENDADOS|Registrar os prejuízos apurados na venda de bens arrendados, por valor inferior ao valor residual contábil dos mesmos, no período.
81360109|1998-07-01|NULL|81360006|(-) ARRENDAMENTO FINANCEIRO|Registrar os prejuízos apurados na venda de bens arrendados, por valor inferior ao valor residual contábil dos mesmos, no período.
81360202|1998-07-01|NULL|81360006|(-) ARRENDAMENTO OPERACIONAL|Registrar os prejuízos apurados na venda de bens arrendados, por valor inferior ao valor residual contábil dos mesmos, no período.
81400007|1988-06-01|NULL|81000005|(-) DESPESAS DE CAMBIO|
81420001|1988-06-01|NULL|81400007|(-) DESPESAS DE OPERACOES DE CAMBIO|Registrar as despesas decorrentes de operações de câmbio (taxas livres), que constituam custo efetivo da instituição, no período. Exemplos de desdobramentos de uso interno que se ajustam à função desta conta: - De Cobrança sobre o Exterior - Prêmios sobre Compras de Câmbio de Exportação - De Créditos de Importação - Comissões sobre Transferências - Prêmios em Operações Interbancárias - De Corretagem sobre Operações de Câmbio - Descontos de Cambiais - CCR - Outro.
81420104|1988-06-01|NULL|81420001|(-) EXPORTACAO|Registrar as despesas decorrentes de operações de câmbio (taxas livres), que constituam custo efetivo da instituição, no período. Exemplos de desdobramentos de uso interno que se ajustam à função desta conta: - De Cobrança sobre o Exterior - Prêmios sobre Compras de Câmbio de Exportação - De Créditos de Importação - Comissões sobre Transferências - Prêmios em Operações Interbancárias - De Corretagem sobre Operações de Câmbio - Descontos de Cambiais - CCR - Outro.
81420207|1988-06-01|NULL|81420001|(-) IMPORTACAO|Registrar as despesas decorrentes de operações de câmbio (taxas livres), que constituam custo efetivo da instituição, no período. Exemplos de desdobramentos de uso interno que se ajustam à função desta conta: - De Cobrança sobre o Exterior - Prêmios sobre Compras de Câmbio de Exportação - De Créditos de Importação - Comissões sobre Transferências - Prêmios em Operações Interbancárias - De Corretagem sobre Operações de Câmbio - Descontos de Cambiais - CCR - Outro.
81420300|1988-06-01|NULL|81420001|(-) FINANCEIRO|Registrar as despesas decorrentes de operações de câmbio (taxas livres), que constituam custo efetivo da instituição, no período. Exemplos de desdobramentos de uso interno que se ajustam à função desta conta: - De Cobrança sobre o Exterior - Prêmios sobre Compras de Câmbio de Exportação - De Créditos de Importação - Comissões sobre Transferências - Prêmios em Operações Interbancárias - De Corretagem sobre Operações de Câmbio - Descontos de Cambiais - CCR - Outro.
81420908|1988-06-01|NULL|81420001|(-) OUTRAS|Registrar as despesas decorrentes de operações de câmbio (taxas livres), que constituam custo efetivo da instituição, no período. Exemplos de desdobramentos de uso interno que se ajustam à função desta conta: - De Cobrança sobre o Exterior - Prêmios sobre Compras de Câmbio de Exportação - De Créditos de Importação - Comissões sobre Transferências - Prêmios em Operações Interbancárias - De Corretagem sobre Operações de Câmbio - Descontos de Cambiais - CCR - Outro.
81450002|1992-01-01|NULL|81400007|(-) DESPESAS DE VARIA¦OES E DIFEREN¦AS DE TAXAS|Registrar o valor das variações e diferenças de taxas entre compras e vendas apuradas em operações de câmbio (taxas livres).
81500000|1988-06-01|NULL|81000005|(-) DESP. COM TIT. E VAL. MOB. E INST. FIN. DERIV.|
81510007|1988-06-01|NULL|81500000|(-) DESAGIOS NA COLOCACAO DE TITULOS|Registrar o valor dos deságios na colocação de títulos emitidos pela instituição, assim entendidos como a diferença a menor entre o valor de colocação e o valor de emissão dos mesmos, no período.
81520004|1988-06-01|NULL|81500000|(-) PREJUIZOS COM TITULOS DE RENDA FIXA|Registrar os prejuízos ocorridos na alienação de títulos de renda fixa, no período. Esta conta requer os seguintes subtítulos de uso interno:- Títulos Federais - Vinculados a Recursos Externos - Letras do Banco Central - Letras do Tesouro Nacional - Obrigações do Tesouro Nacional - Títulos Estaduais e Municipais - Letras de Câmbio - Certificados de Depósito Bancário - Letras Hipotecárias - Letras Imobiliárias - Debêntures - Obrigações da Eletrobrás - Títulos da Dívida Agrária - Cédulas Hipotecárias - Cotas de Fundos de Renda Fixa - Outros.
81530001|1988-06-01|NULL|81500000|(-) PREJUIZOS COM TITULOS DE RENDA VARIAVEL|Registrar os prejuízos ocorridos na alienação de títulos de renda variável, no período. Esta conta requer os seguintes subtítulos de uso interno: - Ações de Companhias Abertas - Ações de Companhias Fechadas - Bônus de Subscrição de Companhias Abertas - Cotas de Fundos de Renda Variável - Outros.
81550005|1988-06-01|NULL|81500000|(-) DESPESAS EM OPERACOES COM DERIVATIVOS|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550115|2002-04-01|NULL|81550005|(-) SWAP|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550122|2013-12-01|NULL|81550005|(-) SWAP - COE|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550139|2002-04-01|NULL|81550005|(-) Swap - Hedge de Titulo Mantido ate o Venc. Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.|
81550218|2002-04-01|NULL|81550005|(-)TERMO|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550225|2013-12-01|NULL|81550005|(-) TERMO - COE|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550232|2002-04-01|NULL|81550005|(-) Termo - Hedge de Titulo Mantido ate o Venc. Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.|
81550311|2002-04-01|NULL|81550005|(-) FUTURO|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550335|2002-04-01|NULL|81550005|(-) Futuro - Hedge de Titulo Mantido ate o Venc. Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.|
81550397|2005-07-01|NULL|81550005|OPÇÕES - AÇÕES|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550407|1994-01-01|NULL|81550005|(-) OPCOES - ACOES- COE|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550414|2002-04-01|NULL|81550005|(-) OPCOES - ATIVOS FINANC E MERCADORIAS - COE|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550421|2005-07-01|NULL|81550005|OPÇÕES - ATIVOS FINANCEIROS E MERCADORIAS|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550438|2002-04-01|NULL|81550005|(-) Opcoes - Hedge de Titulo Mantido ate o Venc. Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.|
81550603|2003-01-01|NULL|81550005|(-) DERIVATIVOS DE CREDITO|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550634|2003-01-01|NULL|81550005|(-) DERIVATIVOS CRED.-HEGDE TIT. MANT. ATE VENCIM. Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.|
81550902|1993-01-01|NULL|81550005|OUTROS|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81550919|2013-12-01|NULL|81550005|(-) OUTROS - COE|Registrar as despesas em operações com instrumentos financeiros derivativos de acordo com a modalidade, inclusive os ajustes negativos ao valor de mercado.
81570009|1993-07-01|NULL|81500000|PREJUIZOS EM APLICACOES EM OURO|Registrar os ajustes negativos e os prejuízos nas alienações das aplicações temporárias em ouro, pertencentes ao período em curso.
81580006|2002-04-01|NULL|81500000|(-) TVM - AJUSTE NEG.AO VALOR DE MERCADO|Registrar as desvalorizações decorrentes do ajuste ao valor de mercado dos títulos e valores mobiliários classificados na categoria títulos para negociação, bem como dos valores negativos transferidos ao resultado do período daqueles classificados na categoria títulos disponíveis para venda por ocasião da venda definitiva ou transferência de categoria, tendo como contrapartida a adequada conta patrimonial.
81580109|2002-04-01|NULL|81580006|(-) TITULOS PARA NEGOCIACAO|Registrar as desvalorizações decorrentes do ajuste ao valor de mercado dos títulos e valores mobiliários classificados na categoria títulos para negociação, bem como dos valores negativos transferidos ao resultado do período daqueles classificados na categoria títulos disponíveis para venda por ocasião da venda definitiva ou transferência de categoria, tendo como contrapartida a adequada conta patrimonial.
81580202|2002-04-01|NULL|81580006|(-) TITULOS DISPONIVEIS PARA VENDA|Registrar as desvalorizações decorrentes do ajuste ao valor de mercado dos títulos e valores mobiliários classificados na categoria títulos para negociação, bem como dos valores negativos transferidos ao resultado do período daqueles classificados na categoria títulos disponíveis para venda por ocasião da venda definitiva ou transferência de categoria, tendo como contrapartida a adequada conta patrimonial.
81595008|2002-04-01|NULL|81500000|(-) PERDAS PERMANENTES|Registrar as perdas permanentes em títulos e valores mobiliários classificados nas categorias títulos disponíveis para venda e títulos mantidos até o vencimento, tendo como contrapartida a conta do correspondente título ou valor mobiliário.
81600003|1988-06-01|NULL|81000005|(-) DESPESAS DE PARTICIPACOES|
81610000|1988-06-01|NULL|81600003|(-) DESPESAS DE AJUSTES EM INVEST NO EXTERIOR|Registrar a diminuição do valor do investimento decorrente de prejuízo ou perda efetiva, apurado em dependências ou subsidiárias no exterior.
81620007|1988-06-01|NULL|81600003|(-) DESP DE AJUST EM INVEST EM COLIG E CONTROLADAS|Registrar a diminuição do valor do investimento decorrente de prejuízo ou perdas efetivas apuradas em sociedades coligadas ou controladas. As perdas efetivas por variação de percentagem de participação no capital social de coligada ou controlada registram-se em PERDAS DE CAPITAL.
81700006|1988-06-01|NULL|81000005|(-) DESPESAS ADMINISTRATIVAS|
81703003|1988-06-01|NULL|81700006|(-) DESPESAS DE AGUA, ENERGIA E GAS|Registrar o valor das despesas relacionadas com o consumo de água, energia e gás, que constituam custo efetivo da instituição, no período.
81706000|1988-06-01|NULL|81700006|(-) DESPESAS DE ALUGUEIS|Registrar o valor das despesas de aluguéis de imóveis e de outros bens de terceiros, que constituam custo efetivo da instituição, no período.
81709007|1988-06-01|NULL|81700006|(-) DESPESAS DE ARRENDAMENTO DE BENS|Registrar o valor das despesas de arrendamento de bens de terceiros, que constituam custo efetivo da instituição, no período.
81712001|1988-06-01|NULL|81700006|(-) DESPESAS DE COMUNICACOES|Registrar o valor das despesas de comunicações em geral, por meios próprios ou com utilização de serviços de terceiros, que constituam custo efetivo da instituição, no período. Esta conta requer os seguintes subtítulos de uso interno: - Malotes - Postais - Telegráficos - Telecomunicações.
81715008|1988-06-01|NULL|81700006|(-) DESPESAS DE CONTRIBUICOES FILANTROPICAS|Registrar o valor das despesas de contribuições e doações a entidades filantrópicas, que constituam custo efetivo da instituição, no período.
81718005|1988-06-01|NULL|81700006|(-) DESPESAS DE HONORARIOS|Registrar o valor das despesas de honorários de membros da diretoria e de conselhos, que constituam custo efetivo da instituição, no período. Para efeito de publicação da Demonstração de Resultado, as despesas de honorários da Diretoria e Conselho de Administração devem ser destacadas das demais, em título próprio.
81718108|1988-06-01|NULL|81718005|(-) CONSELHO FISCAL|Registrar o valor das despesas de honorários de membros da diretoria e de conselhos, que constituam custo efetivo da instituição, no período. Para efeito de publicação da Demonstração de Resultado, as despesas de honorários da Diretoria e Conselho de Administração devem ser destacadas das demais, em título próprio.
81718304|1988-06-01|NULL|81718005|(-) DIRETORIA E CONSELHO DE ADMINISTRACAO|Registrar o valor das despesas de honorários de membros da diretoria e de conselhos, que constituam custo efetivo da instituição, no período. Para efeito de publicação da Demonstração de Resultado, as despesas de honorários da Diretoria e Conselho de Administração devem ser destacadas das demais, em título próprio.
81721009|1988-06-01|NULL|81700006|(-) DESPESAS DE MANUTENCAO E CONSERVACAO DE BENS|Registrar o valor das despesas de manutenção e conservação de bens próprios ou alugados, pertencentes ao período em curso. Esta conta requer os seguintes subtítulos de uso interno: - Serviço de Limpeza - Conservação de Máquinas e Equipamentos - Reparos, Adaptações e Conservações
81724006|1988-06-01|NULL|81700006|(-) DESPESAS DE MATERIAL|Registrar o valor do material de expediente, peças de reposição, serviços gráficos próprios e, ainda, bens de consumo durável de pequeno valor ou de vida útil inferior a um ano, colocados em uso, que constituam despesa efetiva da instituição, no período.
81727003|1988-06-01|NULL|81700006|(-) DESPESAS DE PESSOAL - BENEFICIOS|Registrar o valor dos benefícios concedidos ao pessoal, que constituam despesas efetivas da instituição, no período. Esta conta requer os seguintes subtítulos de uso interno: - Ajuda de Custo - Assistência Médica - Auxílio Moradia - Programa de Alimentação ao Trabalhador - Outras.
81730007|1988-06-01|NULL|81700006|(-) DESPESAS DE PESSOAL - ENCARGOS SOCIAIS|Registrar o valor das contribuições patronais e semelhantes, de natureza social, estabelecidas em leis ou regulamentos, que constituam despesa efetiva da instituição, no período.
